NodeID,Energy,PacketDeliveryRatio,TransmissionCount,DroppedPackets,ForwardedPackets,DirectTrust,IndirectTrust,TotalTrust,AttackLabel
37,0.3789,0.9706,34,1,0,0.9706,0.8589,0.9259,Normal
38,12.8371,0.9375,96,6,0,0.9375,0.8953,0.9206,DoS
39,0.2181,1.0,32,0,0,1.0,0.9631,0.9852,Normal
40,0.3165,1.0,34,0,0,1.0,0.675,0.87,Normal
41,0.4872,0.9524,21,1,0,0.9524,0.7743,0.8811,Normal
42,0.5476,0.9643,28,1,0,0.9643,0.8559,0.9209,Normal
43,0.3774,0.95,40,2,0,0.95,0.7245,0.8598,Normal
44,0.6089,0.0,32,32,0,0.0,0.7143,0.2857,Blackhole
45,0.7631,0.0,29,29,0,0.0,0.871,0.3484,Blackhole
46,0.2973,0.9167,24,2,0,0.9167,0.7509,0.8504,Normal
47,0.6448,1.0,21,0,0,1.0,0.8774,0.951,Normal
48,0.4008,0.4444,27,15,0,0.4444,0.7008,0.547,Grayhole
49,0.3171,0.96,25,1,0,0.96,0.9296,0.9478,Normal
50,0.4407,0.9667,30,1,0,0.9667,0.8013,0.9005,Normal
51,0.2504,0.9355,31,2,0,0.9355,0.7108,0.8456,Normal
52,0.711,0.0,24,24,0,0.0,0.7492,0.2997,Blackhole
53,0.3188,0.95,40,2,0,0.95,0.8325,0.903,Normal
54,0,0.8991,109,11,0,0.8991,0.8275,0.8705,DoS
55,0.3349,0.9375,32,2,0,0.9375,0.9163,0.929,Normal
56,0.1246,0.4545,22,12,0,0.4545,0.8403,0.6088,Grayhole
57,0.5712,1.0,20,0,0,1.0,0.8919,0.9568,Normal
58,0.4646,0.9091,22,2,0,0.9091,0.8748,0.8954,Normal
59,0.3697,0.9048,21,2,0,0.9048,0.9644,0.9286,Normal
60,0.6676,0.9474,38,2,0,0.9474,0.7069,0.8512,Normal
61,0.2478,1.0,29,0,0,1.0,0.7322,0.8929,Normal
62,0.3742,0.9565,23,1,0,0.9565,0.6924,0.8509,Normal
63,0.3776,0.9459,37,2,0,0.9459,0.8829,0.9207,Normal
64,0.4649,0.92,25,2,0,0.92,0.7315,0.8446,Normal
65,0.3201,1.0,32,0,0,1.0,0.8712,0.9485,Normal
66,0.5248,1.0,33,0,0,1.0,0.8521,0.9408,Normal
67,0.4237,0.9259,27,2,0,0.9259,0.7262,0.846,Normal
68,0.349,0.975,40,1,0,0.975,0.9174,0.9519,Normal
69,0.4475,0.9643,28,1,0,0.9643,0.8178,0.9057,Normal
70,0.1246,0.5769,26,11,0,0.5769,0.812,0.6709,Grayhole
71,0.2282,1.0,35,0,0,1.0,0.8333,0.9333,Normal
72,0,1.0,115,0,0,1.0,0.8164,0.9265,DoS
73,0.308,1.0,26,0,0,1.0,0.828,0.9312,Normal
74,0.4707,0.95,40,2,0,0.95,0.896,0.9284,Normal
75,0.0645,0.5238,21,10,0,0.5238,0.7707,0.6226,Grayhole
76,0.3242,0.95,40,2,0,0.95,0.8454,0.9082,Normal
77,0.6673,0.9429,35,2,0,0.9429,0.6371,0.8206,Normal
78,0.6957,0.0,29,29,0,0.0,0.7727,0.3091,Blackhole
79,0.6998,0.0,38,38,0,0.0,0.7915,0.3166,Blackhole
80,0.3145,0.9429,35,2,0,0.9429,0.8036,0.8872,Normal
81,0.4271,0.963,27,1,0,0.963,0.7448,0.8757,Normal
82,0.5181,0.975,40,1,0,0.975,0.8429,0.9222,Normal
83,12.6108,0.906,117,11,0,0.906,0.8459,0.882,DoS
84,0.414,1.0,28,0,0,1.0,0.8897,0.9559,Normal
85,0.4453,0.9677,31,1,0,0.9677,0.7894,0.8964,Normal
86,0.3386,0.9231,26,2,0,0.9231,0.8979,0.913,Normal
87,0.5248,0.9048,21,2,0,0.9048,0.8961,0.9013,Normal
88,0.4591,1.0,34,0,0,1.0,0.8622,0.9449,Normal
89,0.3034,0.9677,31,1,0,0.9677,0.6885,0.856,Normal
90,0.2799,0.9722,36,1,0,0.9722,0.867,0.9301,Normal
91,0.3153,0.9444,36,2,0,0.9444,0.9169,0.9334,Normal
92,0.6706,0.9744,39,1,0,0.9744,0.8151,0.9107,Normal
93,0.4109,0.9355,31,2,0,0.9355,0.798,0.8805,Normal
94,0.5443,0.963,27,1,0,0.963,0.892,0.9346,Normal
95,0.114,0.3784,37,23,0,0.3784,0.7604,0.5312,Grayhole
96,0.6767,1.0,34,0,0,1.0,0.7099,0.884,Normal
97,0.2995,0.5833,36,15,0,0.5833,0.8609,0.6944,Grayhole
98,0.4545,1.0,27,0,0,1.0,0.7812,0.9125,Normal
99,0.351,0.9655,29,1,0,0.9655,0.7417,0.876,Normal
